category,subcategory,name,current_price,raw_price,currency,discount,likes_count,is_new,brand,codCountry,variation_0_color,variation_1_color,id,model,total_prices
kids,Robes,Robe à imprimé papillon pour fille pour 2-8 ans,17.99,35.98,USD,50,20,False,,"ID,MY,PH,SG,TH,VN",blanc,,1682989,SKUF24415,359.79999999999995
kids,Robes,Robe de princesse pour filles à gros nœud pour 1Y-7Y,31.08,78.32,USD,60,471,False,,"ID,MY,PH,SG,TH,VN",blanc,rouge,1361078,SKUA46115,14638.679999999998
kids,Chaussures pour fille,Chaussures de loisirs pour filles avec crochet en maille,15.1,26.6,USD,43,545,False,,"ID,MY,PH,SG,TH,VN",blanc,vert,1437743,SKUB56585,8229.5
kids,Coutumes & Co-ords,Ensembles de vêtements pour garçons de loisirs pour 2Y-7Y,23.06,58.1,USD,60,357,False,,,Vert clair,Orange,1323055,SKU991266,8232.42
kids,Brassières de grossesse,Soutien-gorge d'allaitement à rayures devant,21.05,53.04,USD,60,51,False,,"ID,MY,PH,SG,TH,VN",Violet,Marine,1347009,SKUA22846,1073.55
kids,Brassières de grossesse,Soutien-gorge de maternité imprimé sans fil,16.04,40.41,USD,60,119,False,,"ID,MY,PH,SG,TH,VN",Jaune,Gris,1357417,SKUA44376,1908.76
kids,Coutumes & Co-ords,2pcs noël garçon vêtements set 2-11y,40.11,101.06,USD,60,290,False,,"ID,MY,PH,SG,TH,VN",Bleu marin,,1390742,SKUA85863,11631.9
kids,Tops & Tees,Chemise décontractée confortable pour femmes enceintes,22.06,55.57,USD,60,123,False,VONDA,"ID,MY,PH,SG,TH,VN",Bleu clair,blanc,1422795,SKU871831,2713.3799999999997
kids,Costume & Jupe-culotte,Ensemble sans manches à imprimé floral pour fille pour 2-7 ans,16.54,32.98,USD,50,22,False,,"ID,MY,PH,SG,TH,VN",As Picture,,1652812,SKUE76021,363.88
kids,Vêtements de nuit,Baby Boys filles vêtements de nuit à manches longues,27.07,68.21,USD,60,354,False,KIDS TALES,"ID,MY,PH,SG,TH,VN",Jaune,Rose,1264575,SKU892021,9582.78
kids,Maillots de bain,Swan Imprimé Maillots de bain pour filles avec un chapeau,21.05,53.04,USD,60,216,False,,"ID,MY,PH,SG,TH,VN",Rose,Rose 1,1283556,SKU906344,4546.8
kids,Pyjamas,Pyjama garçon à imprimé animal pour 1-5 ans,13.49,26.98,USD,50,12,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1674245,SKUF10602,161.88
kids,Sous-vêtements de maintien de grossesse,Femme confortable amincissant taille ventre ventre,15.03,37.88,USD,60,205,False,,"ID,MY,PH,SG,TH,VN",Nu,,952314,SKU175215,3081.15
kids,Slippers,Unisexe enfants ange ailes décor antidérapant Soft semelle mignon pantoufles,8.26,18.36,USD,55,2,False,,"ID,MY,PH,SG,TH,VN",Yellow,Blue,1716922,SKUF81873,16.52
kids,Slippers,Pantoufles antidérapantes unisexe pour enfants mignons petits animaux,12.07,26.82,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Red,Yellow,1717358,SKUF81894,24.14
kids,Slippers,Pantoufles à la maison antidérapantes pour enfants unisexes,9.32,20.71,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Yellow,Green,1717467,SKUF81910,18.64
kids,Trainers,Baskets respirantes en dentelle élastique pour garçons,30.33,67.4,USD,55,3,True,,"ID,MY,PH,SG,TH,VN",Beige,Grey,1717848,SKUF82310,90.99
kids,Trainers,Unisexe Enfants Soft Wide Fit Casual Chunky Sneakers,29.78,66.18,USD,55,3,True,,"ID,MY,PH,SG,TH,VN",Pink,Black,1717887,SKUF82347,89.34
kids,Sneakers,Unisexe Enfants Daisy Pattern Colorblock Soft Casual Sneakers,30.88,68.62,USD,55,3,True,,"ID,MY,PH,SG,TH,VN",Pink,Black,1717972,SKUF82358,92.64
kids,Trainers,Unisexe Enfants Antidérapant Classic Blanc Baskets Chaussures,23.99,53.33,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Red,Blue,1719869,SKUF84028,47.98
kids,Sneakers,Unisexe Colorblock Soft Baskets de course antidérapantes,22.05,49.0,USD,55,3,True,,"ID,MY,PH,SG,TH,VN",Brown,Grey,1719889,SKUF84045,66.15
kids,Flats & Loafers,Mocassins plats de danse scolaire à lacets pour filles,23.44,52.09,USD,55,1,True,,"ID,MY,PH,SG,TH,VN",White,Black,1720073,SKUF84038,23.44
kids,Trainers,Garçons Comfy Breatahble Knitted Soft Baskets de course antidérapantes,25.99,69.87,USD,63,2,True,,"ID,MY,PH,SG,TH,VN",Blue,,1721651,SKUF82337,51.98
kids,Trainers,Baskets décontractées portables en tissu maille pour garçons,25.99,69.87,USD,63,2,True,,"ID,MY,PH,SG,TH,VN",Black,Blue,1721662,SKUF82397,51.98
kids,Maillots de bain,Ensemble de 3 pièces de maillots de bain queue de sirène pour fille de 4ans-13ans,31.99,64.99,USD,51,264,False,,"ID,MY,PH,SG,TH,VN",#1,# 2,1278984,SKU865085,8445.359999999999
kids,Costumes pour bébé,Barboteuse à manches longues dinosaure pour 0-24M,30.99,54.99,USD,44,117,False,,"ID,MY,PH,SG,TH,VN",gris,,1382774,SKUA70297,3625.83
kids,Sandals,Sandales de plage unisexe pour enfants,13.52,30.04,USD,55,3,False,,"ID,MY,PH,SG,TH,VN",Yellow,Pink,1716763,SKUF76579,40.56
kids,Sneakers,Unisexe Enfants Élastique Bande Tricoté Soft Slip On Sneakers,20.99,57.58,USD,64,4,True,,"ID,MY,PH,SG,TH,VN",Black,Blue,1721730,SKUF82319,83.96
kids,Maillots de bain,Maillot de bain à volants uni,19.55,49.25,USD,60,25,False,,"ID,MY,PH,SG,TH,VN",,,1646666,SKUE65087,488.75
kids,Chaussures pour fille,Jolies chaussures plates pour filles avec cerises,17.13,34.19,USD,50,137,False,,"ID,MY,PH,SG,TH,VN",blanc,Noir,1413085,SKUB19181,2346.81
kids,Robes,Robe de plumes à manches longues pour filles 4-15Y,25.99,43.99,USD,41,62,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1408722,SKUB09392,1611.3799999999999
kids,Brassières de grossesse,Soutien-gorge confortable sans fil,21.05,53.04,USD,60,71,False,,"ID,MY,PH,SG,TH,VN",Rose,Noir,1330907,SKU954585,1494.55
kids,Brassières de grossesse,Soutien-gorge de maternité à imprimé floral,14.03,35.35,USD,60,128,False,,"ID,MY,PH,SG,TH,VN",Rose,Nu,1379701,SKUA51696,1795.84
kids,Brassières de grossesse,Soutien-gorge d'allaitement anti-relâchement en dentelle,18.04,45.46,USD,60,81,False,,"ID,MY,PH,SG,TH,VN",Gris,Rose,1388963,SKUA84791,1461.24
kids,Salopettes & Combinaisons,Barboteuses de dessin animé mignon paresseux bébé pour 0-24M,17.04,42.94,USD,60,38,False,,,Yellow,,1576215,SKUD46822,647.52
kids,Brassières de grossesse,Soutien-gorge d'allaitement sans manches en dentelle de maternité,18.99,35.99,USD,47,10,False,,"ID,MY,PH,SG,TH,VN",Light Grey,Nude,1601098,SKUD91995,189.89999999999998
kids,Brassières de grossesse,Soutien-gorge nursing sexy en dentelle à fermeture avant,24.06,60.63,USD,60,161,False,,"ID,MY,PH,SG,TH,VN",Nu,Violet,1201712,SKU772857,3873.66
kids,Culottes de grossesse,"Culotte de shorty enceinte pour garçons, respirante et modale, respirante et confortable",12.03,30.3,USD,60,53,False,,"ID,MY,PH,SG,TH,VN",Noir,blanc,1166832,SKU686800,637.5899999999999
kids,Robes,Robe à pois pour femmes enceintes,26.57,66.94,USD,60,20,False,,"ID,MY,PH,SG,TH,VN",White,,1667652,SKUF03103,531.4
kids,Bas,Pantalon anti-moustique Baby Daisy pour 6-24M,13.53,26.98,USD,50,11,False,,"ID,MY,PH,SG,TH,VN",Orange,Light Green,1671834,SKUE96393,148.82999999999998
kids,Costume & Jupe-culotte,Hauts imprimés pour filles + jupe rayée pour 1-8 ans,19.99,39.98,USD,50,12,False,,"ID,MY,PH,SG,TH,VN",White,,1684384,SKUE78653,239.88
kids,Tops & T-shirt,T-shirt rayé de bande dessinée garçon pour 2-10 ans,8.99,17.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",Yellow,Red,1716462,SKUF80903,8.99
kids,Slippers,Unisexe Enfants Salle De Bains Antidérapant Soft Pantoufles Domestiques Semelles,9.82,21.82,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Red,Pink,1717268,SKUF81876,19.64
kids,Trainers,Garçons LED Baskets Light Comfy Antidérapantes Classic,31.44,69.87,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Black,White,1717993,SKUF82344,62.88
kids,Tops & T-shirt,T-shirt à imprimé de bande dessinée pour garçon 2-10 ans,8.99,17.98,USD,50,1,True,,"ID,MY,PH,SG,TH,VN",Navy,,1719431,SKUF81982,8.99
kids,Flats & Loafers,Filles Plaid Canvas Daisy Jelly Sole Soft Chaussures Plates,21.45,47.67,USD,55,1,True,,"ID,MY,PH,SG,TH,VN",Beige,Pink,1719830,SKUF84085,21.45
kids,Sneakers,Chaussures de skate rayées à boucle à crochet pour fille,26.99,69.87,USD,61,2,True,,"ID,MY,PH,SG,TH,VN",Pink,Purple,1721349,SKUF82369,53.98
kids,Trainers,Espadrilles épaisses en tissu tricoté rétro pour garçons,25.99,69.87,USD,63,3,True,,"ID,MY,PH,SG,TH,VN",Black,White,1721670,SKUF82443,77.97
kids,Trainers,Baskets larges unisexes respirantes pour enfants,27.99,78.44,USD,64,2,True,,"ID,MY,PH,SG,TH,VN",Black,Pink,1721689,SKUF82377,55.98
kids,Sneakers,Baskets à boucle à crochet en tissu tricoté à paillettes pour fille,25.99,71.11,USD,64,4,True,,"ID,MY,PH,SG,TH,VN",Pink,Orange Pink,1721748,SKUF82316,103.96
kids,Robes,Robe de fille décontractée à fleurs pour 1-9Y,22.06,55.57,USD,60,66,False,,"ID,MY,PH,SG,TH,VN",Red,,1556438,SKUD32595,1455.9599999999998
kids,Robes,Robe de soirée à sequins avec noeud pour 1-7Y,30.08,54.99,USD,45,57,False,,"ID,MY,PH,SG,TH,VN",vert,,1426471,SKUB32679,1714.56
kids,Costumes pour bébé,Ensembles de pantalons bébé à bretelles pour 0-24M,29.99,49.99,USD,40,120,False,,"ID,MY,PH,SG,TH,VN",Bleu clair,,1423351,SKUB21388,3598.7999999999997
kids,Robes,Robe fleurie à manches évasées pour filles de 6 à 15 ans,40.11,101.06,USD,60,165,False,,"ID,MY,PH,SG,TH,VN",Violet clair,,1361076,SKUA46135,6618.15
kids,Trainers,Baskets respirantes en tissu tricoté à rayures pour garçons,33.64,74.76,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Orange,Black,1717889,SKUF82352,67.28
kids,Blousons & Vestes,Manteau d'hiver de filles en fausse fourrure pour 2Y-11Y,38.21,96.28,USD,60,322,False,,"ID,MY,PH,SG,TH,VN",Noir,blanc,1360329,SKUA14848,12303.62
kids,Chaussures pour bébé,Canvas Stripe Slip On Shoes Pour 0-24M,18.99,30.99,USD,39,156,False,,"ID,MY,PH,SG,TH,VN",Bleu,,1103512,SKU490490,2962.4399999999996
kids,Sneakers,Chaussures décontractées de sport unisexe pour enfants,23.99,66.18,USD,64,2,True,,"ID,MY,PH,SG,TH,VN",Black,Beige,1721717,SKUF82355,47.98
kids,Trainers,Unisexe Enfants Lettre Patch Décor À Lacets Baskets,23.99,66.18,USD,64,2,True,,"ID,MY,PH,SG,TH,VN",Pink,Green,1721777,SKUF82439,47.98
kids,Trainers,Baskets à bouts anti-collision tricotés pour garçons,23.99,66.18,USD,64,2,True,,"ID,MY,PH,SG,TH,VN",Brown,Black,1721778,SKUF82438,47.98
kids,Brassières de grossesse,Soutien-gorge de sommeil infirmier sans fil ,19.05,47.99,USD,60,107,False,,"ID,MY,PH,SG,TH,VN",#01,#02,1548516,SKUD23621,2038.3500000000001
kids,Costume & Jupe-culotte,Ensemble de shorts pour garçons vintage pour filles 2Y-11Y,34.09,85.9,USD,60,390,False,,"ID,MY,PH,SG,TH,VN",blanc,Jaune,1323939,SKU996906,13295.100000000002
kids,Robes,Robe en tulle en couches pour fillette de 2ans - 9ans,32.09,80.84,USD,60,403,False,,"ID,MY,PH,SG,TH,VN",rouge,Rose,1271938,SKU891573,12932.270000000002
kids,Salopettes & Combinaisons,Barboteuse en coton pour garçons de 0 à 24 mois,19.05,47.99,USD,60,194,False,,"ID,MY,PH,SG,TH,VN",Noir,gris,1275171,SKU899758,3695.7000000000003
kids,Robes,Robe imprimée épaules dénudées pour filles 1Y-9Y,20.99,34.99,USD,40,44,False,,"ID,MY,PH,SG,TH,VN",Marine,,1339002,SKUA16035,923.56
kids,Robes,Robe florale sans manches pour fille de 2 à 11 ans,25.06,63.15,USD,60,271,False,,"ID,MY,PH,SG,TH,VN",Bleu,Rose,1316583,SKU967255,6791.259999999999
kids,Tops,T-shirt décontracté à pois pour filles de 3 à 12 ans,25.06,41.99,USD,40,73,False,,"ID,MY,PH,SG,TH,VN",Rose,Bleu,1342084,SKUA22457,1829.3799999999999
kids,Sweaters & Hoodies,Chandail en tricot patchwork pour filles pour 1Y-7Y,29.99,49.99,USD,40,41,False,,"ID,MY,PH,SG,TH,VN",blanc,,1357857,SKUA44597,1229.59
kids,Robes,Robe fleurie paillettes fille pour 4-13 ans,30.66,58.99,USD,48,46,False,,"ID,MY,PH,SG,TH,VN",Dark Blue,Pink,1619258,SKUE17293,1410.36
kids,Costume & Jupe-culotte,Ensemble de fleurs orange pour fille de 3 pièces pour 1-5 ans,23.06,58.1,USD,60,26,False,,"ID,MY,PH,SG,TH,VN",Orange,,1638716,SKUE53511,599.56
kids,Chapeaux,Chapeau Béret Newsboy Lettre de broderie enfants,11.58,22.17,USD,48,116,False,,"ID,MY,PH,SG,TH,VN",Noir,Bleu ciel,1141174,SKU599266,1343.28
kids,Sneakers,Baskets décontractées antidérapantes pour enfants unisexes,15.45,66.67,USD,77,4,False,,"ID,MY,PH,SG,TH,VN",Black,Grey,1704577,SKUF60299,61.8
kids,Brassières de grossesse,Soutien-gorge d'allaitement sans fil en dentelle de maternité,18.99,37.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",#01,#02,1707418,SKUF50400,18.99
kids,Pantalons & Jupes,Pantalon imprimé lettre pour garçon 2-8 ans,19.99,39.98,USD,50,2,False,,"ID,MY,PH,SG,TH,VN",Gray,,1708277,SKUF64674,39.98
kids,Coutumes & Co-ords,Hauts pour garçon + short en jean pour 1-5 ans,18.04,35.98,USD,50,19,False,,"ID,MY,PH,SG,TH,VN",Black,,1663291,SKUE96982,342.76
kids,Pyjamas,Pyjama garçon imprimé baleine pour 6-11 ans,18.04,45.46,USD,60,19,False,,"ID,MY,PH,SG,TH,VN",Gray,,1666071,SKUF01319,342.76
kids,Slippers,Pantoufles antidérapantes unisexes pour enfants,9.37,20.82,USD,55,2,False,,"ID,MY,PH,SG,TH,VN",Yellow,Green,1716973,SKUF81875,18.74
kids,Slippers,Pantoufles antidérapantes pour enfants unisexe,8.26,18.36,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Yellow,Blue,1717421,SKUF81903,16.52
kids,Slippers,Pantoufles à la maison antidérapantes pour enfants unisexes,10.37,23.04,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Yellow,Black,1717446,SKUF81908,20.74
kids,Trainers,Baskets décontractées antidérapantes confortables à motif géométrique pour garçons,29.78,66.18,USD,55,1,True,,"ID,MY,PH,SG,TH,VN",,,1717945,SKUF82379,29.78
kids,Coutumes & Co-ords,Ensemble imprimé football garçon pour 1-7 ans,11.99,23.98,USD,50,3,True,,"ID,MY,PH,SG,TH,VN",As Picture,,1719169,SKUF69317,35.97
kids,Tops & T-shirt,T-shirt à imprimé cactus pour garçon 2-10 ans,8.99,17.98,USD,50,0,True,,"ID,MY,PH,SG,TH,VN",Black,,1719437,SKUF81991,0.0
kids,Pulls & Sweat-shirts,Sweat à imprimé dinosaure pour garçon 2-10 ans,15.99,31.98,USD,50,0,True,,"ID,MY,PH,SG,TH,VN",Yellow,Blue,1719439,SKUF81997,0.0
kids,Flats & Loafers,Filles à bout carré à boucles multiples Bande Chaussures plates princesse à tige haute,23.16,51.47,USD,55,2,True,,"ID,MY,PH,SG,TH,VN",Beige,Black,1720027,SKUF84032,46.32
kids,Flats & Loafers,Mocassins de princesse en tissu à carreaux rétro,21.78,48.4,USD,55,1,True,,"ID,MY,PH,SG,TH,VN",Brown,Black,1720052,SKUF84048,21.78
kids,Trainers,Baskets épaisses respirantes tricotées à motif de lettres pour garçons,25.99,69.87,USD,63,3,True,,"ID,MY,PH,SG,TH,VN",Black1,Beige,1721659,SKUF82551,77.97
kids,Sneakers,Tissu tricoté pour filles Soft Baskets décontractées respirantes,23.99,64.96,USD,63,2,True,,"ID,MY,PH,SG,TH,VN",Pink,Orange Pink,1721694,SKUF82350,47.98
kids,Robes,Girls Cute Cartoon Floral Print Short-sleeved Casual Dress For 2-7Y,16.99,33.98,USD,50,7,False,,"ID,MY,PH,SG,TH,VN",As Picture,,1678243,SKUF15612,118.92999999999999
